,0,1
0,3.351433783490618,5.096755532733448
1,4.166397743958598,2.8117278099634992
2,1.6123916962181042,2.392888165999801
3,6.348396156704276,5.904570683807021
4,4.149916600489373,6.162365755786091
5,7.153152835782437,7.348278316410379
6,6.994410157375807,0.8963120467658623
7,7.150740186249159,2.9040936046170427
8,5.989130729664199,7.157928727106977
9,9.588243560812135,4.342012543974246
10,4.61103972635427,6.876155601235267
11,4.281788211953226,2.159623805648144
12,7.493679402037534,9.540578807720731
13,8.733145003987609,2.5515213406658
14,4.936136015959953,5.9705032482797105
15,2.0470112557702453,4.957881122103222
16,3.9233145461539225,4.187270169287413
17,3.1328409958521997,1.7691884176996528
18,7.624547197952923,2.101696384835458
19,2.706386924076103,6.098437653950022
20,4.213139673738558,5.813695846272376
21,3.3451081025340565,4.6244973914141925
22,5.423887044826271,5.476748405101809
23,6.4744537751073725,5.6047113890581395
24,2.103403544292776,6.704594788197349
25,5.9845299336811175,4.962053155799647
26,5.549492740409274,8.093849471191154
27,3.3374464118288074,5.098784434745515
28,6.4153175299410234,8.11208073516801
29,6.169923393340781,5.090337788464968
